name,categories,class
Huftdeckel,"Zutaten,Fleisch",Fleisch
Hüftsteak,"Zutaten,Rindfleischteile",Fleisch
Hühnerklein,"Zutaten,Geflügelfleischteile",Fleisch
Hummer,"Zutaten,Krustentiere,Bedrohte Fischarten",Fisch
Hummerbutter,"Zutaten,Meeresfrüchte",Fisch
Hummeröl,"Zutaten,Tierische Fette,Meeresfrüchte",Fisch
Hüttenkäse,"Zutaten,Frischkäsesorten",Veggie
Ibérico,"Zutaten,Käse aus Kastilien und León,Schnittkäsesorten,Schafskäsesorten,Ziegenkäsesorten",Veggie
Ibores,"Zutaten,Käse aus der Extremadura,Schnittkäsesorten,Ziegenkäsesorten",Veggie
Idared,"Zutaten,Apfelsorten",Veggie
Idiazábal,"Zutaten,Hartkäsesorten,Schafskäsesorten,Käse aus den Pyrenäen",Veggie
Indonesisches Lorbeerblatt,Zutaten,Veggie
Ingwer,"Zutaten,Gewürze",Veggie
"Ingwer, kandiert",Zutaten,Veggie
Ingwerlimonade,Zutaten,Veggie
Ingwersirup,Zutaten,Veggie
Inländer-Rum,Zutaten,Veggie
Inländer-Schankrum,Zutaten,Veggie
Innereien,"Zutaten,Rindfleischteile,Kalbfleischteile,Schweinefleischteile,Geflügelfleischteile,Wildfleischteile",Fleisch
Innereien vom Lamm,"Zutaten,Innereien",Fleisch
Instant-Hafer,Zutaten,Veggie
Instant-Kakao,"Zutaten,Süßungsmittel",Veggie
Instant-Zwiebelsuppe,Zutaten,Veggie
Iriški Sir,"Zutaten,Serbischer Käse",Veggie
Izarra,Zutaten,Veggie
Jackfrucht,Zutaten,Veggie
Jackfruchtnektar,"Zutaten,Fruchtgetränke",Veggie
Jackfruchtsaft,"Zutaten,Fruchtgetränke",Veggie
Jagdwurst,"Zutaten,Brühwurstsorten",Fleisch
Jägermeister,"Zutaten,Kräuterliköre",Veggie
Jägersoße,Zutaten,Veggie
Jakobsmuschel,"Zutaten,Bedrohte Fischarten,Muschelarten",Fisch
Jalapeño,"Zutaten,Chilisorten",Veggie
Jamaika-Rum,Zutaten,Veggie
Jamón Ibérico,"Zutaten,Fleischerzeugnisse",Fleisch
Japan Reis,Zutaten,Veggie
Jarlsberg,"Zutaten,Norwegischer Käse,Schnittkäsesorten,Salzlakenkäse",Veggie
Jehan de Brie,"Zutaten,Weichkäsesorten,Weißschimmelkäsesorten,Käse aus der Île-de-France",Veggie
Joghurt,Zutaten,Veggie
Johannisbeer-Fruchtsaftgetränk,"Zutaten,Fruchtgetränke",Veggie
Johannisbeere,Zutaten,Veggie
Johannisbeergelee,Zutaten,Veggie
Johannisbeerkonfitüre,Zutaten,Veggie
Johannisbeernektar,"Zutaten,Fruchtgetränke",Veggie
Johannisbeersaft,"Zutaten,Fruchtgetränke",Veggie
Johannisbeersirup,Zutaten,Veggie
Johannisbrot,"Zutaten,Hülsenfruchtsorten",Veggie
Johannisbrotkernmehl,"Zutaten,Lebensmittelzusatzstoff",Veggie
Jonagold,"Zutaten,Apfelsorten",Veggie
Jostabeere,Zutaten,Veggie
Judasohr,"Zutaten,Pilzsorten",Veggie
Jujube,"Zutaten,Steinobst",Veggie
Jumbo-Bohne,"Zutaten,Bohnensorten",Veggie
Jungrindfleisch,"Zutaten,Fleisch",Fleisch
Jurassic,"Zutaten,Hartkäsesorten,Rotschmierkäsesorten,Käse der Franche-Comté",Veggie
Jus,"Begriffsklärung,Zutaten,Fleischfonds",Fleisch
Kaas Beauvoorde,"Zutaten,Belgischer Käse,Schnittkäsesorten",Veggie
Kabeljau,"Zutaten,Bedrohte Fischarten",Fisch
Kačkavalj,"Zutaten,Serbischer Käse,Schnittkäsesorten,Reibekäsesorten",Veggie
Kadayif,"Zutaten,Nudelsorten",Veggie
Kaffee,Zutaten,Veggie
Kaffeeersatz,Zutaten,Veggie
Kaffirlimette,"Zutaten,Küchenkräuter",Veggie
Kahlúa,"Zutaten,Emulsionsliköre",Veggie
Kaiser Max,"Zutaten,Österreichischer Käse,Oberösterreichischer Käse",Veggie
Kaiser-Alexander-Birne,"Zutaten,Birnensorte",Veggie
Kaisergemüse,Zutaten,Veggie
Kaiserschote,"Zutaten,Erbsensorten",Veggie
Kajmak,"Zutaten,Serbischer Käse",Veggie
Kakao,Zutaten,Veggie
Kaki,"Zutaten,Frischfrüchte",Veggie
Kaktusfeige,Zutaten,Veggie
Kalathaki Limnou,"Zutaten,Griechischer Käse,Salzlakenkäse",Veggie
Kalbfleisch,"Kalbfleischteile,Zutaten",Fleisch
Kalbsbeuschel,"Zutaten,Kalbfleischteile",Fleisch
Kalbsbries,"Zutaten,Kalbfleischteile",Fleisch
Kalbsbrust,"Zutaten,Kalbfleischteile",Fleisch
Kalbsfilet,"Zutaten,Niedrigtemperaturgaren,Kalbfleischteile",Fleisch
Kalbsfuß,"Zutaten,Kalbfleischteile",Fleisch
Kalbsgulaschfleisch,"Zutaten,Kalbfleischteile",Fleisch
Kalbshachse,"Zutaten,Kalbfleischteile",Fleisch
Kalbshackfleisch,"Zutaten,Kalbfleischteile",Fleisch
Kalbshals,"Zutaten,Kalbfleischteile",Fleisch
Kalbsherz,"Zutaten,Kalbfleischteile",Fleisch
Kalbshirn,"Zutaten,Kalbfleischteile",Fleisch
Kalbskaiserteil,"Zutaten,Kalbfleischteile",Fleisch
Kalbskarree,"Zutaten,Kalbfleischteile",Fleisch
Kalbskeule,"Zutaten,Kalbfleischteile",Fleisch
Kalbsknochen,"Zutaten,Kalbfleischteile",Fleisch
Kalbskopf,"Zutaten,Rindfleischteile",Fleisch
Kalbskotelett,"Zutaten,Kalbfleischteile",Fleisch
Kalbsleber,"Zutaten,Kalbfleischteile",Fleisch
Kalbslunge,"Zutaten,Kalbfleischteile",Fleisch
Kalbsniere,"Zutaten,Kalbfleischteile",Fleisch
Kalbsnierenbraten,"Zutaten,Kalbfleischteile",Fleisch
Kalbsnuss,"Zutaten,Kalbfleischteile",Fleisch
Kalbsrücken,"Zutaten,Kalbfleischteile",Fleisch
Kalbsschulter,"Zutaten,Kalbfleischteile",Fleisch
Kalbsvögerl,"Zutaten,Kalbfleischteile",Fleisch
Kalbszunge,"Zutaten,Kalbfleischteile",Fleisch
Kaminwurzen,"Zutaten,Rohwurstsorten",Fleisch
Kaminwurzn extra scharf,"Zutaten,Rohwurstsorten",Fleisch
Kamut,"Zutaten,Getreide",Veggie
Kamut-Spaghetti,Zutaten,Veggie
Kanada-Reinette,"Zutaten,Apfelsorten",Veggie
Kandierte Früchte,Zutaten,Veggie
Kängurufleisch,"Zutaten,Fleisch",Fleisch
Kaninchen,"Zutaten,Wildarten,Schlachttiere",Fleisch
Kaninchenbauch,"Zutaten,Fleisch",Fleisch
Kaninchenkeule,"Zutaten,Fleisch",Fleisch
Kaninchenleber,"Zutaten,Fleisch",Fleisch
Kaninchenniere,"Zutaten,Fleisch",Fleisch
Kaninchenrücken,"Zutaten,Wildfleischteile",Fleisch
Kaper,"Zutaten,Aromazutaten,Gewürze",Veggie
Karamellbonbon,Zutaten,Veggie
Karamellsirup,Zutaten,Veggie
Kardamom,"Zutaten,Gewürze",Veggie
Karella,Zutaten,Veggie
Karkadeh,Zutaten,Veggie
Karkasse,"Zutaten,Fleisch",Fleisch
Karlsbader Oblaten,Zutaten,Veggie
Karotte,"Zutaten,Rübensorten",Veggie
Karottensaft,Zutaten,Veggie
Karpfen,"Zutaten,Empfohlene Fischarten",Fisch
Karreespeck,"Zutaten,Fleisch",Fleisch
Karteifiteig,Zutaten,Veggie
Kartoffel,"Zutaten,Gemüsesorten",Veggie
Kartoffel-Bällchen,Zutaten,Veggie
Kartoffelchips,Zutaten,Veggie
Kartoffelsalat,Zutaten,Veggie
Kartoffelschnaps,"Zutaten,Branntweine",Veggie
Kartoffelstärke,Zutaten,Veggie
Kaschkawal,"Zutaten,Hartkäsesorten,Schafskäsesorten,Balkankäse,Türkischer Käse",Veggie
Käse-Würstchen,"Zutaten,Brühwurstsorten",Fleisch
Käsekrainer,"Zutaten,Brühwurstsorten",Fleisch
Kasseler,"Zutaten,Schweinefleischteile",Fleisch
Kasseri,"Zutaten,Griechischer Käse",Veggie
Kassler Rollbraten,"Zutaten,Fleischerzeugnisse,Schweinefleischteile",Fleisch
Kastanienmehl,Zutaten,Veggie
Katenrauchschinken,"Zutaten,Fleisch",Fleisch
Katenrauchwurst,"Zutaten,Rohwurstsorten",Fleisch
Katiki Domokou,"Zutaten,Griechischer Käse",Veggie
Katsuobushi,"Zutaten,Fischerzeugnisse",Fisch
Kavalierspitz,"Zutaten,Rindfleischteile",Fleisch
Kaviar,"Zutaten,Wikipedia,Fischerzeugnisse",Fisch
Kaymak,Zutaten,Veggie
Kefalotiri,"Zutaten,Griechischer Käse,Hartkäsesorten,Schafskäsesorten,Ziegenkäsesorten,Schnittkäsesorten",Veggie
Kefir,"Zutaten,Milchprodukte",Veggie
Keks,Zutaten,Veggie
Kemirinuss,"Zutaten,Gewürze",Veggie
Kerbel,"Zutaten,Küchenkräuter",Veggie
Kerbelknolle,"Zutaten,Gemüsesorten",Veggie
Kernhem,"Zutaten,Niederländischer Käse,Schnittkäsesorten",Veggie
Kesselbrühe,Zutaten,Veggie
Ketchup,"Zutaten,Aromazutaten",Veggie
Ketjap Asin,"Zutaten,Aromazutaten",Veggie
Ketjap Manis,"Zutaten,Aromazutaten",Veggie
Ketjap Sedang,"Zutaten,Aromazutaten",Veggie
Kichererbse,"Zutaten,Erbsensorten",Veggie
Kidneybohne,"Zutaten,Bohnensorten",Veggie
Kipfler,"Zutaten,Festkochend",Veggie
Kirsch-Fruchtsaftgetränk,"Zutaten,Fruchtgetränke",Veggie
Kirsch-Konfitüre,Zutaten,Veggie
Kirschapfel,"Zutaten,Apfelsorten",Veggie
Kirsche,"Begriffsklärung,Zutaten,Kirsche",Veggie
Kirschlikör,"Zutaten,Fruchtliköre",Veggie
Kirschlimonade,Zutaten,Veggie
Kirschnektar,Zutaten,Veggie
Kirschsaft,"Zutaten,Fruchtgetränke",Veggie
Kirschsirup,Zutaten,Veggie
Kirschtomate,"Zutaten,Tomatensorten",Veggie
Kirschwasser,"Zutaten,Obstbranntweine",Veggie
Kitkat,Zutaten,Veggie
Kiwano,Zutaten,Veggie
Kiwi,"Zutaten,Beerenfrüchtesorten",Veggie
Kiwiberry,Zutaten,Veggie
Kiwilikör,Zutaten,Veggie
Kiwinektar,"Zutaten,Fruchtgetränke",Veggie
Kiwisaft,"Zutaten,Fruchtgetränke",Veggie
Kiwisirup,Zutaten,Veggie
Klare Gemüsebrühe aus einem Würfel,Zutaten,Veggie
Klebreis,"Zutaten,Reissorten",Veggie
Kleie,Zutaten,Veggie
Kleinblütiges Knopfkraut,"Zutaten,Gemüsesorten",Veggie
Kleiner Galgant,"Zutaten,Gewürze",Veggie
Kliesche,"Zutaten,Fischarten",Fisch
Kloß,Zutaten,Veggie
Kluftsteak,"Zutaten,Rindfleischteile",Fleisch
Knäckebrot,Zutaten,Veggie
Knacker,"Zutaten,Brühwurstsorten",Fleisch
Knipp,Zutaten,Veggie
Knoblauch,"Zutaten,Gewürze",Veggie
Knoblauchbutter,Zutaten,Veggie
Knoblauchpulver,Zutaten,Veggie
Knoblauchsrauke,"Zutaten,Küchenkräuter",Veggie
Knochenmark,"Zutaten,Innereien",Fleisch
Knödelbrot,Zutaten,Veggie
Knollen-Ziest,Zutaten,Veggie
Knurrhahn,"Zutaten,Fischarten",Fisch
Kochbanane,"Zutaten,Beerenfrüchtesorten",Veggie
Kochbirne,Zutaten,Veggie
Kochcreme,Zutaten,Veggie
Kochkäse,"Zutaten,Deutscher Käse,Sauermilchkäse",Veggie
Kochsahne,Zutaten,Veggie
Kochschinken,"Zutaten,Fleisch",Fleisch
Köhler,"Zutaten,Empfohlene Fischarten",Fisch
Kohlrabi,"Zutaten,Kohlsorten",Veggie
Kohlwurst,"Unvollständig,Zutaten,Rohwurstsorten",Fleisch
Kokoschips,Zutaten,Veggie
Kokoscrème,Zutaten,Veggie
Kokosfett,"Zutaten,Pflanzliche Fette",Veggie
Kokosmilch,Zutaten,Veggie
Kokosnuss,"Zutaten,Steinfrüchte",Veggie
Kokosnuss-Ananassaft,"Zutaten,Fruchtgetränke",Veggie
Kokosnussflocken,Zutaten,Veggie
Kokosnusslikör,Zutaten,Veggie
Kokosnusswasser,Zutaten,Veggie
Kokosraspeln,Zutaten,Veggie
Kokossahne,Zutaten,Veggie
Kokossirup,Zutaten,Veggie
Kokoswasser,Zutaten,Veggie
Kolbász,"Zutaten,Rohwurstsorten",Fleisch
Kombu,Zutaten,Veggie
Kombucha,"Zutaten,Alkoholfreie Getränke",Veggie
Kondensmilch,Zutaten,Veggie
Königskrabbe,"Zutaten,Krustentiere",Fisch
Königskümmel,"Zutaten,Gewürze",Veggie
Konservierungsstoff,Lebensmittelzusatzstoff,Veggie
Kopfsalat,"Zutaten,Salatsorten",Veggie
Korenwijn,"Zutaten,Kornbranntweine und andere Getreidebranntweine",Veggie
Koriander,"Zutaten,Küchenkräuter,Gewürze",Veggie
Korkenziehernudeln,Zutaten,Veggie
Kornbranntwein,"Zutaten,Kornbranntweine und andere Getreidebranntweine",Veggie
Körnersenf,"Zutaten,Aromazutaten",Veggie
Kortowski,"Zutaten,Schnittkäsesorten,Polnischer Käse",Veggie
Koryciński,"Zutaten,Schnittkäsesorten,Polnischer Käse",Veggie
Köstliche aus Charneux,"Zutaten,Birnensorte",Veggie
Krakauer,"Zutaten,Rohwurstsorten,Brühwurstsorten",Fleisch
Krause Glucke,"Zutaten,Pilzsorten",Veggie
Kräuter der Provence,"Zutaten,Küchenkräuter",Veggie
Kräuterbutter,Zutaten,Veggie
Kräuterlimonade,Zutaten,Veggie
Kräuterseitling,"Zutaten,Pilzsorten",Veggie
Krebsbutter,"Zutaten,Meeresfrüchte",Fisch
Kremser Senf,"Zutaten,Aromazutaten",Veggie
Kreuzkümmel,"Zutaten,Gewürze",Veggie
Kristallalbumin,Zutaten,Veggie
Kritharaki,"Zutaten,Nudelsorten",Veggie
Krokant,Zutaten,Veggie
Krokette,Zutaten,Veggie
Kronfleisch,"Zutaten,Fleisch",Fleisch
Krstaš,"Zutaten,Serbischer Käse,Schnittkäsesorten",Veggie
Krupuk,"Zutaten,Meeresfrüchte",Fisch
Kruspelspitz,"Zutaten,Rindfleischteile",Fleisch
Kuchenglasur,Zutaten,Veggie
Kümmel,"Zutaten,Gewürze,Küchenkräuter",Veggie
La Ratte,"Zutaten,Festkochend",Veggie
Lachs,"Zutaten,Empfohlene Fischarten",Fisch
Lachsforelle,"Zutaten,Fischarten",Fisch
Lagerbiere,Zutaten,Veggie
Laguiole,"Zutaten,Schnittkäsesorten,Käse aus Mittelfrankreich",Veggie
Lakritze,"Zutaten,Wikipedia,Gewürze",Veggie
Lammbrust,"Zutaten,Fleischaufläufe",Fleisch
Lammfilet,"Zutaten,Lammfleischteile",Fleisch
Lammfleisch,"Lammfleischteile,Zutaten",Fleisch
Lammhachse,"Zutaten,Lammfleischteile",Fleisch
Lammhackfleisch,Zutaten,Veggie
Lammkeule,"Zutaten,Lammfleischteile",Fleisch
Lammknochen,Zutaten,Veggie
Lammkotelett,"Zutaten,Lammfleischteile",Fleisch
Lammnacken,"Zutaten,Lammfleischteile",Fleisch
Lammrücken,"Zutaten,Lammfleischteile",Fleisch
Lammschulter,"Zutaten,Lammfleischteile",Fleisch
Lancette,"Zutaten,Nudelsorten",Veggie
Landjäger,"Zutaten,Rohwurstsorten",Fleisch
Langkornreis,Zutaten,Veggie
Lángos,Zutaten,Veggie
Langres,"Zutaten,Weichkäsesorten,Käse aus Burgund,Käse aus Nordostfrankreich",Veggie
Languste,"Zutaten,Krustentiere",Fisch
Lasagne,"Zutaten,Nudelsorten",Veggie
Lasagnette,"Zutaten,Bandnudelsorten",Veggie
Lauch,"Zutaten,Küchenkräuter,Gemüsesorten",Veggie
Lauchzwiebel,Zutaten,Veggie
Laura,"Zutaten,Vorwiegend festkochend",Veggie
Lavendel,"Zutaten,Küchenkräuter",Veggie
Le Cados,"Zutaten,Weichkäsesorten,Käse aus der Normandie und der Bretagne",Veggie
Le Gruyère,"Zutaten,Käse aus Rhône-Alpes,Schweizer Käse,Hartkäsesorten",Veggie
Le Vigneron,"Zutaten,Weichkäsesorten,Rotschmierkäsesorten,Käse aus Nordostfrankreich",Veggie
Leberkäse,"Zutaten,Brühwurstsorten",Fleisch
Leberpastete,"Zutaten,Kochwurstsorten",Fleisch
Leberwurst,"Zutaten,Kochwurstsorten,Streichwurstsorten",Fleisch
Lebkuchen,Zutaten,Veggie
Lebkuchengewürz,,Veggie
Leccino,"Zutaten,Steinobst",Veggie
Leerdammer,"Zutaten,Niederländischer Käse,Schnittkäsesorten",Veggie
Leidse Kaas,"Zutaten,Niederländischer Käse",Veggie
Leinöl,"Zutaten,Pflanzliche Öle",Veggie
Leinsamen,Zutaten,Veggie
Lengfisch,"Zutaten,Fischarten",Fisch
Licor 43,Zutaten,Veggie
Liebstöckel,"Zutaten,Küchenkräuter",Veggie
"Liebstöckel, schottisch","Zutaten,Küchenkräuter",Veggie
Likaria,"Zutaten,Mehligkochend",Veggie
Liliput Wielkopolski,"Zutaten,Schnittkäsesorten,Polnischer Käse",Veggie
Wein:Lillet,"Zutaten,Liköre",Veggie
Limabohne,"Zutaten,Bohnensorten",Veggie
Limburger,"Zutaten,Belgischer Käse,Deutscher Käse,Rotschmierkäsesorten,Weichkäsesorten,Salzlakenkäse",Veggie
Limburger Senf,"Zutaten,Aromazutaten",Veggie
Lime Juice Cordial,Zutaten,Veggie
Limes,"Zutaten,Cocktails,Fruchtliköre",Veggie
Limette,Zutaten,Veggie
Limettensirup,Zutaten,Veggie
Limoncello,Zutaten,Veggie
"Limonenminze, süß","Zutaten,Minzen",Veggie
Linda,"Zutaten,Mehligkochend",Veggie
Linguine,"Zutaten,Bandnudelsorten",Veggie
Litschi,Zutaten,Veggie
Litschilikör,Zutaten,Veggie
Litschinektar,"Zutaten,Fruchtgetränke",Veggie
Litschisaft,"Zutaten,Fruchtgetränke",Veggie
Litschiwein,Zutaten,Veggie
Livarot,"Zutaten,Weichkäsesorten,Rotschmierkäsesorten,Käse aus der Normandie und der Bretagne",Veggie
Löffelbiskuit,Zutaten,Veggie
Lollo bianco,"Zutaten,Salatsorten",Veggie
Lollo rosso,"Zutaten,Salatsorten",Veggie
Lolot,"Zutaten,Küchenkräuter",Veggie
Lomaconi,"Zutaten,Nudelsorten",Veggie
Longan,"Zutaten,Beerenfrüchtesorten",Veggie
Longannektar,"Zutaten,Fruchtgetränke",Veggie
Longansaft,"Zutaten,Fruchtgetränke",Veggie
Loquat,Zutaten,Veggie
Lorbeer,"Zutaten,Küchenkräuter",Veggie
Loup de mer,"Zutaten,Begriffsklärung,Fischarten",Fisch
Löwenzahn,"Zutaten,Küchenkräuter,Salatsorten",Veggie
Luftgetrockneter Schinken,"Zutaten,Fleisch",Fleisch
Lulo,"Zutaten,Beerenfrüchtesorten",Veggie
Lumache,"Zutaten,Nudelsorten",Veggie
Lumachine,"Zutaten,Nudelsorten",Veggie
Lutherische Wurst,"Zutaten,Brühwurstsorten",Fleisch
Luxemburgerli,Zutaten,Veggie
Luzerner Rahmkäse,"Zutaten,Schweizer Käse,Schnittkäsesorten",Veggie
Lyoner,"Zutaten,Brühwurstsorten",Fleisch
Maasdammer,"Zutaten,Niederländischer Käse,Schnittkäsesorten",Veggie
Macadamianuss,"Zutaten,Gewürze,Hülsenfruchtsorten",Veggie
Maccagnetta alle Erbe,"Zutaten,Piemonteser Käse,Weichkäsesorten",Veggie
Maccheroncini,"Zutaten,Nudelsorten",Veggie
Maccheroni,"Zutaten,Nudelsorten",Veggie
Macis,"Zutaten,Gewürze",Veggie
Madruzzo-Amaretto,"Zutaten,Nussliköre",Veggie
Mafaldine,"Zutaten,Bandnudelsorten",Veggie
Magenbrot,Zutaten,Veggie
Mageres Meisel,"Zutaten,Rindfleischteile",Fleisch
Maggi-Würze,"Zutaten,Aromazutaten",Veggie
Mahón-Menorca,"Zutaten,Hartkäsesorten,Schnittkäsesorten",Veggie
Mai-Gouda,"Zutaten,Niederländischer Käse,Schnittkäsesorten",Veggie
Mainzer Käse,"Zutaten,Deutscher Käse,Sauermilchkäse",Veggie
Mairübe,"Zutaten,Rübensorten",Veggie
Mais,"Zutaten,Getreidesorten",Veggie
Maisgrieß,"Zutaten,Getreidesorten",Veggie
Maiskeimöl,"Zutaten,Pflanzliche Öle",Veggie
Maismehl,Zutaten,Veggie
Majoran,"Zutaten,Küchenkräuter",Veggie
Makrele,"Zutaten,Empfohlene Fischarten,Bedrohte Fischarten",Fisch
Malibu,"Zutaten,Fruchtliköre",Veggie
Maltagliati,"Zutaten,Nudelsorten",Veggie
Maltose,Zutaten,Veggie
Malve,Zutaten,Veggie
Malz,"Zutaten,Backtriebmittel",Veggie
Manchego-Käse,"Zutaten,Schafskäsesorten,Hartkäsesorten,Reibekäsesorten,Schnittkäsesorten",Veggie
Mandarine,"Zutaten,Mandarine",Veggie
Mandarinen-Fruchtsaftgetränk,"Zutaten,Fruchtgetränke",Veggie
Mandarinennektar,"Zutaten,Fruchtgetränke",Veggie
Mandarinensaft,"Zutaten,Fruchtgetränke",Veggie
Mandarinensirup,Zutaten,Veggie
Mandel,"Zutaten,Steinobst",Veggie
Mandelöl,"Zutaten,Pflanzliche Öle",Veggie
Mandelsirup,Zutaten,Veggie
Mangalica-Schwein,"Zutaten,Schlachttiere",Fleisch
Mango,"Zutaten,Steinobst",Veggie
Mango-Fruchtsaftgetränk,"Zutaten,Fruchtgetränke",Veggie
Mangold,"Zutaten,Gemüsesorten",Veggie
Mangomarmelade,"Zutaten,Fertigmarmeladen",Veggie
Mangonektar,"Zutaten,Fruchtgetränke",Veggie
Mangosaft,"Zutaten,Fruchtgetränke",Veggie
Mangosirup,Zutaten,Veggie
Mangostane,"Zutaten,Beerenfrüchtesorten",Veggie
Maniok,"Zutaten,Gemüsesorten",Veggie
Manouri,"Zutaten,Griechischer Käse",Veggie
Mansoi,"Zutaten,Wikipedia",Veggie
Manti,Zutaten,Veggie
Manzanita,Zutaten,Veggie
Marabel,"Zutaten,Vorwiegend festkochend",Veggie
Maracuja,"Zutaten,Beerenfrüchtesorten",Veggie
Maracujamarmelade,"Zutaten,Fertigmarmeladen",Veggie
Maracujanektar,"Zutaten,Fruchtgetränke",Veggie
Maracujasaft,"Zutaten,Fruchtgetränke",Veggie
Maracujasirup,Zutaten,Veggie
Maraschino,Zutaten,Veggie
Maraska-Kirsche,Zutaten,Veggie
Margalet Papillon,"Zutaten,Weichkäsesorten,Schafskäsesorten,Weißschimmelkäsesorten,Käse aus Südfrankreich",Veggie
Margarine,"Zutaten,Pflanzliche Fette",Veggie
Margit (1935),"Zutaten,Mehligkochend",Veggie
Margit (1983),"Zutaten,Vorwiegend festkochend",Veggie
Maribo,"Zutaten,Dänischer Käse,Schnittkäsesorten",Veggie
Marie Brizard Mandarine,Zutaten,Veggie
Marillenschnaps,Zutaten,Veggie
Marilyn,"Zutaten,Festkochend",Veggie
Markerbse,"Zutaten,Erbsensorten",Veggie
Markklößchen,"Zutaten,Fleisch",Fleisch
Marmelade,"Zutaten,Fertigmarmeladen",Veggie
Marmoriertes Fleisch,"Zutaten,Fleisch",Fleisch
Maroilles,"Zutaten,Weichkäsesorten,Käse aus der Normandie und der Bretagne",Veggie
Marone,Zutaten,Veggie
Maronen-Röhrling,"Zutaten,Pilzsorten",Veggie
Maronenkonfitüre,Zutaten,Veggie
Maronenpüree,Zutaten,Veggie
Mars,Zutaten,Veggie
Marshmallow,Zutaten,Veggie
Wein:Martini,"Zutaten,Sonstige Weine",Veggie
Marzipan,Zutaten,Veggie
Marzolino,"Zutaten,Toskanischer Käse,Schafskäsesorten,Schnittkäsesorten",Veggie
Masa Harina,Zutaten,Veggie
Mascarpone,"Zutaten,Lombardischer Käse,Frischkäsesorten",Veggie
Matjes,"Zutaten,Fischerzeugnisse",Fisch
Maulbeere,Zutaten,Veggie
Maultasche,Zutaten,Veggie
Mayan Gold,"Zutaten,Festkochend",Veggie
Mayonnaise,Zutaten,Veggie
Mbongo,Zutaten,Veggie
Mediterrane Olivensauce,Zutaten,Veggie
Meeraal,"Zutaten,Fischarten",Fisch
Meeräsche,"Zutaten,Empfohlene Fischarten",Fisch
Meerrettich,"Zutaten,Gewürze",Veggie
Meersalz,"Zutaten,Aromazutaten",Veggie
Meerspinne,"Zutaten,Krustentiere",Fisch
Mehl,Zutaten,Veggie
Melasse,Zutaten,Veggie
Melone,"Fruchtgemüse,Zutaten",Veggie
Melonenbirne,"Zutaten,Beerenfrüchtesorten",Veggie
Melonenlikör,Zutaten,Veggie
Mentuccia-Minze,"Zutaten,Minzen",Veggie
Merguez,"Zutaten,Brühwurstsorten",Fleisch
Metaxa,"Zutaten,Wikipedia",Veggie
Mett,"Zutaten,Fleisch",Fleisch
Mettende,"Zutaten,Rohwurstsorten",Fleisch
Mettwurst,"Zutaten,Rohwurstsorten,Streichwurstsorten",Fleisch
Mezze Penne Rigate,"Zutaten,Nudelsorten",Veggie
Mezze Penne Tricolore,"Zutaten,Nudelsorten",Veggie
Mezzelune,"Zutaten,Nudelsorten",Veggie
Mezzi tubetti lisci,"Zutaten,Nudelsorten",Veggie
Mezzi tubetti rigati,"Zutaten,Nudelsorten",Veggie
Midori,Zutaten,Veggie
Mie-Nudel,"Zutaten,Asiatische Nudelsorten",Veggie
Miesmuschel,"Zutaten,Muschelarten",Fisch
Milch,"Zutaten,Milchprodukte",Veggie
Milchreis,"Zutaten,Reissorten",Veggie
Milchzucker,Zutaten,Veggie
Millerighe,"Zutaten,Nudelsorten",Veggie
Mimolette,"Zutaten,Schnittkäsesorten,Hartkäsesorten,Käse aus Nordostfrankreich",Veggie
Mincemeat,"Zutaten,Fleisch",Fleisch
Mini Pipe Rigate,"Zutaten,Nudelsorten",Veggie
Minneola,"Zutaten,Beerenfrüchtesorten",Veggie
"Minze, marokkanisch","Zutaten,Minzen",Veggie
"Minze, persisch","Zutaten,Minzen",Veggie
Mirabelle,"Zutaten,Steinobst",Veggie
Mirabellenbrand,"Zutaten,Obstbranntweine",Veggie
Mirabellennektar,"Zutaten,Fruchtgetränke",Veggie
Mirabellensaft,"Zutaten,Fruchtgetränke",Veggie
Wein:Mirin,Zutaten,Veggie
Misopaste,Zutaten,Veggie
Misua,"Zutaten,Nudelsorten",Veggie
Mohn,"Zutaten,Gewürze",Veggie
Mohnback,Zutaten,Veggie
Mohnöl,"Zutaten,Pflanzliche Öle",Veggie
Mole,Zutaten,Veggie
Molke,Zutaten,Veggie
Moltebeere,"Zutaten,Beerenfrüchtesorten",Veggie
Mönchspfeffer,"Zutaten,Pfeffer und Pfefferartige",Veggie
Mondseer,"Zutaten,Österreichischer Käse,Schnittkäsesorten,Oberösterreichischer Käse",Veggie
Mont d’Or,"Zutaten,Weichkäsesorten,Käse der Franche-Comté,Schweizer Käse,Salzlakenkäse",Veggie
Montasio,"Zutaten,Venezianischer und Friauler Käse,Reibekäsesorten,Hartkäsesorten",Veggie
Monte Veronese,"Zutaten,Schnittkäsesorten,Venezianischer und Friauler Käse",Veggie
Moosbacher,"Zutaten,Österreichischer Käse,Schnittkäsesorten,Rotschmierkäsesorten,Oberösterreichischer Käse",Veggie
Moraiolo,"Zutaten,Steinobst",Veggie
Morbier,"Zutaten,Weichkäsesorten,Käse der Franche-Comté",Veggie
Morchel,"Zutaten,Pilzsorten",Veggie
Morcilla,Zutaten,Veggie
Mortadella,"Zutaten,Brühwurstsorten",Fleisch
Most,"Zutaten,Fruchtgetränke",Veggie
